Will train until valid error hasn't decreased in 150 rounds.
[0]	train-auc:0.821707	valid-auc:0.668684
[289]	train-auc:0.992383	valid-auc:0.870452
[290]	train-auc:0.992506	valid-auc:0.870588
[291]	train-auc:0.992565	valid-auc:0.870517
[292]	train-auc:0.992606	valid-auc:0.870487
[293]	train-auc:0.992630	valid-auc:0.870487
[294]	train-auc:0.992680	valid-auc:0.870628
[295]	train-auc:0.992723	valid-auc:0.870788
[296]	train-auc:0.992780	valid-auc:0.870904
[297]	train-auc:0.992851	valid-auc:0.871144
[298]	train-auc:0.992903	valid-auc:0.871054
[299]	train-auc:0.992969	valid-auc:0.871084
[300]	train-auc:0.993048	valid-auc:0.871059
[301]	train-auc:0.993122	valid-auc:0.871154
[302]	train-auc:0.993197	valid-auc:0.871280
[303]	train-auc:0.993260	valid-auc:0.871430
[304]	train-auc:0.993337	valid-auc:0.871400
[305]	train-auc:0.993398	valid-auc:0.871515
[306]	train-auc:0.993437	valid-auc:0.871580
[307]	train-auc:0.993489	valid-auc:0.871440
[308]	train-auc:0.993535	valid-auc:0.871430
[309]	train-auc:0.993626	valid-auc:0.871342
[310]	train-auc:0.993681	valid-auc:0.871330
[311]	train-auc:0.993731	valid-auc:0.871232
[312]	train-auc:0.993814	valid-auc:0.871109
[313]	train-auc:0.993897	valid-auc:0.871254
[314]	train-auc:0.993980	valid-auc:0.871109
[315]	train-auc:0.994052	valid-auc:0.871249
[316]	train-auc:0.994125	valid-auc:0.871119
[317]	train-auc:0.994177	valid-auc:0.871079
[318]	train-auc:0.994257	valid-auc:0.871099
[319]	train-auc:0.994316	valid-auc:0.871405
[320]	train-auc:0.994388	valid-auc:0.871791
[321]	train-auc:0.994478	valid-auc:0.871565
[322]	train-auc:0.994548	valid-auc:0.871470
[323]	train-auc:0.994603	valid-auc:0.871029
[324]	train-auc:0.994679	valid-auc:0.870969
[325]	train-auc:0.994741	valid-auc:0.870768
[326]	train-auc:0.994816	valid-auc:0.870914
[327]	train-auc:0.994891	valid-auc:0.870979
[328]	train-auc:0.994961	valid-auc:0.870969
[329]	train-auc:0.995012	valid-auc:0.871159
[330]	train-auc:0.995071	valid-auc:0.871475
[331]	train-auc:0.995153	valid-auc:0.871756
[332]	train-auc:0.995235	valid-auc:0.871641
[333]	train-auc:0.995303	valid-auc:0.871926
[334]	train-auc:0.995352	valid-auc:0.871921
[335]	train-auc:0.995415	valid-auc:0.872147
[336]	train-auc:0.995431	valid-auc:0.872052
[337]	train-auc:0.995494	valid-auc:0.872182
[338]	train-auc:0.995543	valid-auc:0.872167
[339]	train-auc:0.995610	valid-auc:0.872202
[340]	train-auc:0.995684	valid-auc:0.872057
[341]	train-auc:0.995745	valid-auc:0.872473
[342]	train-auc:0.995810	valid-auc:0.872628
[343]	train-auc:0.995855	valid-auc:0.872663
[344]	train-auc:0.995928	valid-auc:0.872778
[345]	train-auc:0.995983	valid-auc:0.872869
[346]	train-auc:0.996051	valid-auc:0.873009
[347]	train-auc:0.996096	valid-auc:0.873490
[348]	train-auc:0.996158	valid-auc:0.873751
[349]	train-auc:0.996202	valid-auc:0.873796
[350]	train-auc:0.996259	valid-auc:0.873726
[351]	train-auc:0.996319	valid-auc:0.874082
[352]	train-auc:0.996372	valid-auc:0.874232
[353]	train-auc:0.996406	valid-auc:0.874232
[354]	train-auc:0.996470	valid-auc:0.874333
[355]	train-auc:0.996522	valid-auc:0.874297
[356]	train-auc:0.996571	valid-auc:0.873982
[357]	train-auc:0.996628	valid-auc:0.874197
[358]	train-auc:0.996658	valid-auc:0.874262
[359]	train-auc:0.996680	valid-auc:0.874413
[360]	train-auc:0.996741	valid-auc:0.874473
[361]	train-auc:0.996787	valid-auc:0.874598
[362]	train-auc:0.996830	valid-auc:0.874388
[363]	train-auc:0.996863	valid-auc:0.874694
[364]	train-auc:0.996882	valid-auc:0.874744
[365]	train-auc:0.996922	valid-auc:0.875009
[366]	train-auc:0.996970	valid-auc:0.875280
[367]	train-auc:0.997018	valid-auc:0.875691
[368]	train-auc:0.997063	valid-auc:0.875751
[369]	train-auc:0.997110	valid-auc:0.875877
[370]	train-auc:0.997162	valid-auc:0.876062
[371]	train-auc:0.997197	valid-auc:0.875781
[372]	train-auc:0.997218	valid-auc:0.875756
[373]	train-auc:0.997257	valid-auc:0.875751
[374]	train-auc:0.997293	valid-auc:0.875701
[375]	train-auc:0.997329	valid-auc:0.875721
[376]	train-auc:0.997356	valid-auc:0.875997
[377]	train-auc:0.997378	valid-auc:0.876007
[378]	train-auc:0.997410	valid-auc:0.876203
[379]	train-auc:0.997433	valid-auc:0.876318
[380]	train-auc:0.997448	valid-auc:0.876443
[381]	train-auc:0.997460	valid-auc:0.876909
[382]	train-auc:0.997496	valid-auc:0.877020
[383]	train-auc:0.997542	valid-auc:0.877095
[384]	train-auc:0.997583	valid-auc:0.877180
[385]	train-auc:0.997617	valid-auc:0.877205
[386]	train-auc:0.997646	valid-auc:0.877549
[387]	train-auc:0.997680	valid-auc:0.877526
[388]	train-auc:0.997710	valid-auc:0.877521
[389]	train-auc:0.997747	valid-auc:0.877581
[390]	train-auc:0.997790	valid-auc:0.877767
[391]	train-auc:0.997827	valid-auc:0.877596
[392]	train-auc:0.997852	valid-auc:0.877666
[393]	train-auc:0.997868	valid-auc:0.877606
[394]	train-auc:0.997905	valid-auc:0.877581
[395]	train-auc:0.997956	valid-auc:0.877451
[396]	train-auc:0.997999	valid-auc:0.877361
[397]	train-auc:0.998036	valid-auc:0.877411
[398]	train-auc:0.998068	valid-auc:0.877571
[399]	train-auc:0.998093	valid-auc:0.877832
[400]	train-auc:0.998134	valid-auc:0.878032
[401]	train-auc:0.998151	valid-auc:0.877877
[402]	train-auc:0.998181	valid-auc:0.877977
[403]	train-auc:0.998202	valid-auc:0.877907
[404]	train-auc:0.998227	valid-auc:0.878293
[405]	train-auc:0.998238	valid-auc:0.878534
[406]	train-auc:0.998262	valid-auc:0.878378
[407]	train-auc:0.998294	valid-auc:0.878318
[408]	train-auc:0.998325	valid-auc:0.878484
[409]	train-auc:0.998347	valid-auc:0.878629
[410]	train-auc:0.998371	valid-auc:0.878584
[411]	train-auc:0.998391	valid-auc:0.878669
[412]	train-auc:0.998433	valid-auc:0.878724
[413]	train-auc:0.998451	valid-auc:0.878829
[414]	train-auc:0.998475	valid-auc:0.878739
[415]	train-auc:0.998502	valid-auc:0.878759
[416]	train-auc:0.998526	valid-auc:0.878564
[417]	train-auc:0.998552	valid-auc:0.878689
[418]	train-auc:0.998573	valid-auc:0.878784
[419]	train-auc:0.998604	valid-auc:0.879100
[420]	train-auc:0.998627	valid-auc:0.879090
[421]	train-auc:0.998648	valid-auc:0.879231
[422]	train-auc:0.998670	valid-auc:0.879276
[423]	train-auc:0.998717	valid-auc:0.879311
[424]	train-auc:0.998743	valid-auc:0.879421
[425]	train-auc:0.998762	valid-auc:0.879441
[426]	train-auc:0.998772	valid-auc:0.879667
[427]	train-auc:0.998797	valid-auc:0.879607
[428]	train-auc:0.998809	valid-auc:0.879647
[429]	train-auc:0.998820	valid-auc:0.879737
[430]	train-auc:0.998848	valid-auc:0.879692
[431]	train-auc:0.998868	valid-auc:0.879817
[432]	train-auc:0.998883	valid-auc:0.879963
[433]	train-auc:0.998898	valid-auc:0.880068
[434]	train-auc:0.998917	valid-auc:0.880033
[435]	train-auc:0.998936	valid-auc:0.880038
[436]	train-auc:0.998950	valid-auc:0.879968
[437]	train-auc:0.998954	valid-auc:0.880253
[438]	train-auc:0.998977	valid-auc:0.880168
[439]	train-auc:0.998982	valid-auc:0.880273
[440]	train-auc:0.999007	valid-auc:0.880364
[441]	train-auc:0.999025	valid-auc:0.880489
[442]	train-auc:0.999044	valid-auc:0.880659
[443]	train-auc:0.999062	valid-auc:0.880594
[444]	train-auc:0.999073	valid-auc:0.880730
[445]	train-auc:0.999105	valid-auc:0.881055
[446]	train-auc:0.999116	valid-auc:0.881010
[447]	train-auc:0.999132	valid-auc:0.881196
[448]	train-auc:0.999149	valid-auc:0.881326
[449]	train-auc:0.999152	valid-auc:0.881361
[450]	train-auc:0.999168	valid-auc:0.881582
[451]	train-auc:0.999185	valid-auc:0.881802
[452]	train-auc:0.999199	valid-auc:0.881687
[453]	train-auc:0.999208	valid-auc:0.881717
[454]	train-auc:0.999223	valid-auc:0.881682
[455]	train-auc:0.999239	valid-auc:0.881687
[456]	train-auc:0.999253	valid-auc:0.881652
[457]	train-auc:0.999266	valid-auc:0.881792
[458]	train-auc:0.999271	valid-auc:0.881817
[459]	train-auc:0.999287	valid-auc:0.882023
[460]	train-auc:0.999302	valid-auc:0.882299
[461]	train-auc:0.999312	valid-auc:0.882349
[462]	train-auc:0.999320	valid-auc:0.882439
[463]	train-auc:0.999337	valid-auc:0.882572
[464]	train-auc:0.999350	valid-auc:0.882537
[465]	train-auc:0.999356	valid-auc:0.882765
[466]	train-auc:0.999367	valid-auc:0.882895
[467]	train-auc:0.999382	valid-auc:0.883201
[468]	train-auc:0.999394	valid-auc:0.883331
[469]	train-auc:0.999402	valid-auc:0.883447
[470]	train-auc:0.999416	valid-auc:0.883567
[471]	train-auc:0.999427	valid-auc:0.883758
[472]	train-auc:0.999434	valid-auc:0.883973
[473]	train-auc:0.999443	valid-auc:0.884134
[474]	train-auc:0.999450	valid-auc:0.884164
[475]	train-auc:0.999454	valid-auc:0.884179
[476]	train-auc:0.999462	valid-auc:0.884169
[477]	train-auc:0.999473	valid-auc:0.884149
[478]	train-auc:0.999487	valid-auc:0.884179
[479]	train-auc:0.999491	valid-auc:0.884063
[480]	train-auc:0.999507	valid-auc:0.884159
[481]	train-auc:0.999515	valid-auc:0.884334
[482]	train-auc:0.999519	valid-auc:0.884489
[483]	train-auc:0.999530	valid-auc:0.884580
[484]	train-auc:0.999534	valid-auc:0.884725
[485]	train-auc:0.999544	valid-auc:0.884855
[486]	train-auc:0.999554	valid-auc:0.884991
[487]	train-auc:0.999561	valid-auc:0.885181
[488]	train-auc:0.999564	valid-auc:0.885277
[489]	train-auc:0.999576	valid-auc:0.885277
[490]	train-auc:0.999588	valid-auc:0.885287
[491]	train-auc:0.999599	valid-auc:0.885166
[492]	train-auc:0.999607	valid-auc:0.885432
[493]	train-auc:0.999614	valid-auc:0.885552
[494]	train-auc:0.999624	valid-auc:0.885487
[495]	train-auc:0.999632	valid-auc:0.885592
[496]	train-auc:0.999635	valid-auc:0.885572
[497]	train-auc:0.999642	valid-auc:0.885688
[498]	train-auc:0.999652	valid-auc:0.885778
[499]	train-auc:0.999658	valid-auc:0.885703
[500]	train-auc:0.999662	valid-auc:0.885622
[501]	train-auc:0.999671	valid-auc:0.886149
[502]	train-auc:0.999675	valid-auc:0.886344
[503]	train-auc:0.999677	valid-auc:0.886364
[504]	train-auc:0.999682	valid-auc:0.886465
[505]	train-auc:0.999686	valid-auc:0.886294
[506]	train-auc:0.999691	valid-auc:0.886344
[507]	train-auc:0.999695	valid-auc:0.886344
[508]	train-auc:0.999697	valid-auc:0.886274
[509]	train-auc:0.999703	valid-auc:0.886244
[510]	train-auc:0.999709	valid-auc:0.886354
[511]	train-auc:0.999712	valid-auc:0.886460
[512]	train-auc:0.999713	valid-auc:0.886615
[513]	train-auc:0.999719	valid-auc:0.886770
[514]	train-auc:0.999721	valid-auc:0.886926
[515]	train-auc:0.999723	valid-auc:0.886936
[516]	train-auc:0.999726	valid-auc:0.886871
[517]	train-auc:0.999730	valid-auc:0.886836
[518]	train-auc:0.999734	valid-auc:0.886916
[519]	train-auc:0.999738	valid-auc:0.886976
[520]	train-auc:0.999743	valid-auc:0.887287
[521]	train-auc:0.999750	valid-auc:0.887322
[522]	train-auc:0.999757	valid-auc:0.887543
[523]	train-auc:0.999762	valid-auc:0.887543
[524]	train-auc:0.999765	valid-auc:0.887573
[525]	train-auc:0.999768	valid-auc:0.887924
[526]	train-auc:0.999771	valid-auc:0.887803
[527]	train-auc:0.999774	valid-auc:0.888064
[528]	train-auc:0.999780	valid-auc:0.887939
[529]	train-auc:0.999783	valid-auc:0.888089
[530]	train-auc:0.999789	valid-auc:0.887984
[531]	train-auc:0.999791	valid-auc:0.888084
[532]	train-auc:0.999796	valid-auc:0.888370
[533]	train-auc:0.999798	valid-auc:0.888605
[534]	train-auc:0.999802	valid-auc:0.888650
[535]	train-auc:0.999806	valid-auc:0.888801
[536]	train-auc:0.999810	valid-auc:0.888886
[537]	train-auc:0.999813	valid-auc:0.888811
[538]	train-auc:0.999818	valid-auc:0.889137
[539]	train-auc:0.999820	valid-auc:0.889162
[540]	train-auc:0.999823	valid-auc:0.889317
[541]	train-auc:0.999825	valid-auc:0.889357
[542]	train-auc:0.999827	valid-auc:0.889387
[543]	train-auc:0.999828	valid-auc:0.889533
[544]	train-auc:0.999830	valid-auc:0.889428
[545]	train-auc:0.999832	valid-auc:0.889533
[546]	train-auc:0.999835	valid-auc:0.889603
[547]	train-auc:0.999839	valid-auc:0.889633
[548]	train-auc:0.999843	valid-auc:0.889533
[549]	train-auc:0.999845	valid-auc:0.889628
[550]	train-auc:0.999848	valid-auc:0.889573
[551]	train-auc:0.999849	valid-auc:0.889673
[552]	train-auc:0.999856	valid-auc:0.889839
[553]	train-auc:0.999860	valid-auc:0.889773
[554]	train-auc:0.999861	valid-auc:0.889713
[555]	train-auc:0.999864	valid-auc:0.889849
[556]	train-auc:0.999864	valid-auc:0.890004
